u0	i0	1
u0	i408	4
u1	i0	2
u1	i1442	1
u1	i515	1
u1	i1161	3
u1	i588	1
u1	i1486	1
u1	i623	1
u1	i1027	2
u1	i1334	2
u1	i408	3
u2	i0	1
u2	i969	1
u2	i1038	1
u3	i0	2
u3	i515	2
u3	i809	2
u3	i1486	1
u4	i0	1
u4	i1060	2
u4	i587	1
u4	i1486	2
u4	i623	1
u4	i1334	2
u4	i408	1
u4	i378	1
u5	i0	2
u6	i0	1
u6	i1410	1
u6	i451	3
u6	i809	2
u6	i811	1
u7	i0	2
u7	i1027	5
u7	i1161	2
u8	i0	5
u8	i515	2
u8	i1191	3
u9	i0	3
u9	i65	1
u9	i67	1
u9	i811	1
u9	i1260	4
u9	i984	1
u10	i0	9
u10	i65	1
u10	i1410	4
u10	i451	2
u10	i1381	12
u10	i233	9
u10	i1517	1
u10	i515	1
u10	i1334	8
u11	i0	1
u11	i1411	2
u11	i709	1
u11	i936	1
u12	i0	1
u12	i1410	1
u13	i0	1
u13	i515	4
u13	i773	1
u13	i587	1
u14	i0	2
u14	i321	1
u14	i1154	1
u15	i0	1
u15	i594	4
u15	i1059	1
u15	i6	1
u15	i1167	1
u16	i0	1
u16	i960	2
u16	i709	1
u16	i809	1
u16	i733	2
u16	i720	1
u16	i690	1
u16	i1459	1
u16	i1334	1
u16	i408	3
u17	i0	2
u17	i129	1
u17	i1410	1
u17	i451	2
u17	i709	1
u17	i1260	1
u17	i910	1
u18	i0	4
u18	i771	2
u18	i910	1
u18	i408	6
u18	i660	1
u18	i1303	1
u18	i1048	1
u18	i285	1
u18	i290	2
u18	i1060	10
u18	i809	9
u18	i1453	1
u18	i1327	1
u19	i0	1
u19	i1486	4
u19	i1496	1
u19	i181	1
u20	i0	1
u20	i994	1
u20	i67	2
u20	i1381	1
u20	i1260	1
u20	i593	1
u20	i690	1
u21	i0	5
u21	i354	1
u21	i136	1
u21	i590	2
u21	i1352	1
u21	i594	8
u21	i692	1
u22	i0	1
u22	i320	1
u23	i0	1
u23	i809	2
u23	i1260	1
u24	i0	2
u25	i0	1
u25	i1334	13
u25	i709	1
u25	i1191	3
u25	i1512	1
u26	i0	3
u26	i515	3
u26	i6	1
u26	i294	1
u27	i0	2
u28	i0	2
u28	i161	2
u29	i0	1
u29	i640	1
u29	i139	1
u29	i145	1
u29	i276	1
u29	i1442	2
u29	i1060	2
u29	i1194	16
u29	i1454	1
u29	i431	15
u29	i1334	2
u29	i1336	6
u29	i203	10
u29	i590	28
u29	i594	3
u29	i1491	1
u29	i855	4
u29	i984	1
u29	i1188	1
u29	i354	3
u29	i744	1
u29	i497	1
u30	i0	1
u31	i0	4
u31	i1410	1
u31	i451	5
u31	i809	17
u31	i810	2
u31	i587	1
u31	i1260	1
u31	i811	2
u31	i1315	1
u31	i690	2
u32	i0	2
u32	i233	2
u32	i1229	2
u32	i623	1
u33	i0	5
u33	i1381	2
u33	i233	2
u33	i1486	2
u33	i984	1
u33	i1334	1
u34	i0	1
