u3	i6	1
u3	i7	1
u3	i8	1
u3	i11	1
u3	i13	1
u3	i15	1
u3	i16	1
u3	i19	1
u3	i20	1
u3	i22	1
u3	i24	1
u3	i26	1
u3	i27	1
u3	i28	1
u3	i5	1
u3	i30	1
u3	i31	1
u3	i34	1
u3	i36	1
u3	i37	1
u3	i38	1
u3	i40	1
u3	i41	1
u3	i42	1
u3	i4	1
u3	i43	1
u3	i44	1
u3	i46	1
u3	i50	1
u3	i51	1
u3	i52	1
u3	i53	1
u3	i55	1
u3	i57	1
u3	i58	1
u3	i59	1
u3	i60	1
u3	i63	1
u3	i65	1
u3	i66	1
u3	i67	1
u3	i68	1
u3	i73	1
u3	i75	1
u3	i76	1
u3	i77	1
u3	i79	1
u4	i6	1
u4	i66	1
u5	i36	1
u5	i47	1
u5	i58	1
u5	i56	1
u5	i55	1
u5	i38	1
u5	i82	1
u5	i60	1
u5	i6	1
u5	i41	1
u6	i56	1
u6	i61	1
u6	i55	1
u6	i6	1
u6	i42	1
u6	i41	1
u6	i58	1
u6	i62	1
u7	i6	1
u8	i6	1
u9	i66	1
u9	i59	1
u9	i56	1
u9	i64	1
u10	i41	1
u10	i43	1
u10	i36	1
u10	i50	1
u10	i45	1
u10	i44	1
u13	i41	1
u14	i44	1
u15	i4	1
u16	i79	1
u16	i6	1
u16	i41	1
u16	i4	1
u16	i38	1
u16	i62	1
u16	i59	1
u16	i57	1
u17	i36	1
u17	i85	1
u17	i42	1
u17	i41	1
u17	i61	1
u17	i84	1
u19	i62	1
u22	i44	1
u25	i44	1
u25	i47	1
u25	i37	1
u27	i41	1
u27	i44	1
u27	i54	1
u27	i6	1
u29	i6	1
u30	i44	1
u30	i43	1
u30	i57	1
u30	i62	1
u31	i41	1
u32	i47	1
u33	i85	1
u33	i41	1
u33	i44	1
u34	i6	1
u35	i6	1
u35	i41	1
u36	i6	1
u36	i41	1
u36	i84	1
u39	i36	1
u40	i50	1
u40	i52	1
u40	i56	1
u40	i62	1
u40	i61	1
u40	i59	1
u40	i74	1
u40	i38	1
u40	i6	1
u40	i4	1
u40	i36	1
u43	i52	1
u44	i57	1
u44	i44	1
u44	i60	1
u44	i62	1
u44	i63	1
u44	i66	1
u44	i56	1
u44	i58	1
u44	i47	1
u44	i55	1
u44	i83	1
u44	i71	1
u44	i74	1
u44	i75	1
u44	i87	1
u44	i76	1
u44	i90	1
u44	i80	1
u44	i92	1
u44	i93	1
u44	i6	1
u44	i21	1
u44	i41	1
u44	i50	1
u44	i42	1
u44	i65	1
u44	i45	1
u44	i86	1
u45	i4	1
u50	i45	1
u50	i44	1
u51	i57	1
u51	i76	1
u51	i6	1
u51	i41	1
u51	i52	1
u51	i42	1
u51	i47	1
u53	i44	1
u54	i44	1
u54	i38	1
u55	i60	1
u57	i6	1
u60	i8	1
u60	i49	1
u60	i12	1
u60	i24	1
u60	i21	1
u60	i99	1
u60	i7	1
u60	i22	1
u60	i101	1
u60	i103	1
u60	i104	1
u60	i39	1
u60	i38	1
u60	i19	1
u60	i107	1
u60	i110	1
u60	i112	1
u60	i113	1
u60	i117	1
u60	i118	1
u60	i119	1
u60	i120	1
u60	i121	1
u60	i122	1
u60	i11	1
u60	i123	1
u60	i26	1
u60	i40	1
u60	i130	1
u60	i36	1
u60	i37	1
u60	i137	1
u60	i139	1
u60	i140	1
u60	i141	1
u60	i142	1
u60	i143	1
u60	i145	1
u60	i147	1
u60	i148	1
u60	i151	1
u60	i153	1
u60	i154	1
u60	i85	1
