u11869	i2980	1
u11869	i448	0
u7892	i160	1
u7892	i36	1
u7892	i138	1
u7892	i42	1
u7892	i59	1
u7892	i44	1
u7892	i12	1
u7892	i85	1
u7892	i2854	0
u11264	i204	1
u11264	i787	0
u4945	i428	1
u4945	i861	0
u4945	i1993	0
u11791	i3	1
u11791	i1911	0
u11791	i1896	0
u11887	i21	1
u11887	i1849	0
u10111	i428	1
u10111	i3066	0
u10111	i896	0
u7234	i2587	1
u7234	i189	0
u7234	i1707	0
u7234	i2640	0
u8607	i160	1
u8607	i247	1
u8607	i41	1
u8607	i85	1
u8607	i80	0
u8607	i913	0
u617	i1220	1
u617	i1221	1
u617	i138	1
u617	i48	1
u617	i6	1
u617	i26	1
u617	i112	1
u617	i11	1
u617	i32	1
u617	i1214	1
u617	i38	1
u617	i1216	1
u617	i1217	1
u617	i41	1
u617	i1218	1
u617	i40	1
u617	i1038	1
u617	i147	1
u617	i637	1
u617	i39	1
u617	i1219	1
u617	i228	1
u617	i3187	0
u634	i649	1
u634	i69	0
u634	i1855	0
u10641	i4	1
u10641	i1790	0
u4332	i42	1
u4332	i202	1
u4332	i47	1
u4332	i2	1
u4332	i1548	0
u9497	i3	1
u9497	i63	0
u9497	i2142	0
u14067	i182	1
u14067	i46	1
u14067	i56	1
u14067	i2688	0
u14067	i778	0
u14067	i63	0
u14067	i2972	0
u14067	i1760	0
u13007	i428	1
u13007	i2286	0
u13007	i1188	0
u13118	i4	1
u13118	i1172	0
u13118	i145	0
u636	i138	1
u636	i21	1
u636	i41	1
u636	i52	1
u636	i57	1
u636	i63	1
u636	i71	1
u636	i96	1
u636	i12	1
u636	i17	1
u636	i1186	0
u5833	i1177	1
u5833	i1309	0
u8321	i69	1
u8321	i97	1
u8321	i19	1
u8321	i247	1
u8321	i172	1
u8321	i250	1
u8321	i3012	0
u8321	i259	0
u8321	i2748	0
u8321	i2083	0
u8321	i272	0
u8321	i2054	0
u8321	i1000	0
u8321	i2744	0
u8321	i3026	0
u8321	i111	0
u10274	i1124	1
u10274	i406	0
u10274	i1948	0
u12094	i160	1
u12094	i1496	0
u5409	i41	1
u5409	i2245	0
u5795	i47	1
u5795	i41	1
u5795	i202	1
u5795	i1155	0
u13527	i41	1
u13527	i1491	0
u13527	i2422	0
u1128	i649	1
u1128	i1812	0
u1128	i890	0
u9270	i21	1
u9270	i45	1
u9270	i770	0
u9270	i2326	0
u8638	i428	1
u8638	i1339	0
u8638	i719	0
u8823	i66	1
u8823	i42	1
u8823	i202	1
u8823	i47	1
u8823	i1125	0
u8823	i2710	0
u8823	i1061	0
u8823	i1188	0
u8823	i1576	0
u8823	i2084	0
u8823	i2467	0
u9292	i36	1
u9292	i1154	1
u9292	i264	1
u9292	i2455	0
u9292	i3016	0
u9292	i1938	0
u9292	i307	0
u9292	i1638	0
u13047	i43	1
u13047	i2158	0
u6086	i1421	1
u6086	i2455	0
u5339	i2	1
u5339	i937	0
u12957	i766	1
u12957	i3141	0
u2729	i17	1
u2729	i36	1
u2729	i1764	1
u2729	i202	1
u2729	i97	1
u2729	i869	0
u2729	i1706	0
u2729	i3148	0
u2729	i952	0
u2729	i2278	0
u2729	i1070	0
u2729	i262	0
u9598	i43	1
u9598	i1595	0
u9598	i61	0
u9598	i798	0
u6371	i36	1
u6371	i399	0
u6371	i1689	0
u12424	i428	1
u12424	i2216	0
u3426	i428	1
u3426	i1536	0
u3426	i3000	0
u7328	i550	1
u7328	i45	1
u7328	i1864	0
u7328	i3136	0
u7328	i93	0
u2529	i144	1
u2529	i142	1
u2529	i1862	0
u2529	i26	0
u2529	i1304	0
u2943	i36	1
u2943	i1858	0
u10185	i499	1
u10185	i182	1
u10185	i73	1
u10185	i57	1
u10185	i878	0
u10185	i1615	0
u10185	i1314	0
u10185	i977	0
u10185	i114	0
u10185	i204	0
u13167	i85	1
u13167	i801	0
u7122	i239	1
u7122	i2436	0
u3692	i56	1
u3692	i1213	0
u9124	i255	1
u9124	i2277	0
u920	i1249	1
u920	i1328	1
u920	i742	1
u920	i550	1
u920	i524	1
u920	i534	1
u920	i44	1
u920	i2341	0
u920	i258	0
u920	i3116	0
u920	i212	0
