i0	i95	1.0
i0	i453	1.0
i0	i625	1.0
i0	i1175	1.0
i0	i1075	1.0
i0	i1120	1.0
i0	i967	1.0
i0	i244	3.0
i0	i1008	1.0
i0	i1242	1.0
i0	i582	1.0
i0	i1040	2.0
i0	i864	3.0
i0	i1468	5.0
i0	i1356	1.0
i0	i634	2.0
i0	i557	2.0
i0	i883	2.0
i0	i865	20.0
i0	i548	4.0
i0	i2	2.0
i0	i1499	2.0
i0	i1365	2.0
i0	i663	1.0
i0	i694	2.0
i0	i658	1.0
i0	i328	1.0
i0	i1472	1.0
i0	i30	3.0
i0	i1123	2.0
i0	i331	1.0
i0	i505	1.0
i0	i1419	1.0
i0	i843	2.0
i0	i816	4.0
i0	i807	2.0
i0	i1337	1.0
i0	i1211	1.0
i0	i752	2.0
i0	i340	1.0
i0	i121	1.0
i0	i641	1.0
i0	i108	1.0
i0	i1430	1.0
i0	i140	2.0
i0	i173	1.0
i0	i1147	1.0
i0	i1029	1.0
i0	i306	1.0
i0	i180	1.0
i0	i4	2.0
i0	i421	1.0
i0	i359	1.0
i0	i799	4.0
i0	i755	2.0
i0	i313	1.0
i0	i479	1.0
i0	i198	2.0
i0	i46	2.0
i0	i226	3.0
i0	i1174	3.0
i0	i845	2.0
i0	i1501	2.0
i0	i227	1.0
i0	i1007	1.0
i0	i1323	1.0
i0	i1217	1.0
i0	i1041	1.0
i0	i1378	1.0
i0	i973	3.0
i0	i918	2.0
i0	i617	2.0
i0	i405	2.0
i0	i584	2.0
i0	i1366	1.0
i0	i167	3.0
i0	i1408	6.0
i0	i258	1.0
i0	i1424	4.0
i0	i990	1.0
i0	i706	4.0
i0	i211	10.0
i0	i1233	1.0
i0	i382	1.0
i0	i179	3.0
i0	i1093	5.0
i0	i929	2.0
i0	i615	1.0
i0	i400	1.0
i0	i1412	1.0
i0	i1306	3.0
i0	i1091	1.0
i0	i1056	2.0
i0	i41	1.0
i0	i699	4.0
i0	i1257	1.0
i0	i261	1.0
i0	i1155	1.0
i0	i1466	1.0
i0	i1423	1.0
i0	i1347	2.0
i0	i57	3.0
i0	i533	6.0
i0	i1150	1.0
i0	i1426	4.0
i0	i914	3.0
i0	i1484	1.0
i0	i941	1.0
i0	i177	1.0
i0	i363	1.0
i0	i562	3.0
i0	i251	1.0
i0	i1481	12.0
i0	i1386	1.0
i0	i900	2.0
i0	i1415	7.0
i0	i652	1.0
i0	i945	2.0
i0	i689	1.0
i0	i798	1.0
i0	i642	4.0
i0	i992	1.0
i0	i823	2.0
i0	i636	3.0
i0	i343	1.0
i0	i13	7.0
i0	i782	5.0
i0	i649	2.0
i0	i70	18.0
i0	i464	5.0
i0	i1434	1.0
i0	i654	2.0
i0	i742	1.0
i0	i1487	1.0
i0	i260	2.0
i0	i152	1.0
i0	i1098	1.0
i0	i199	1.0
i0	i333	3.0
i0	i1493	3.0
i0	i1133	3.0
i0	i581	5.0
i0	i531	4.0
i0	i488	6.0
i0	i510	12.0
i0	i822	2.0
i0	i568	2.0
i0	i1045	2.0
i0	i1510	2.0
i0	i1047	3.0
i0	i310	12.0
i0	i492	2.0
i0	i563	3.0
i0	i112	4.0
i0	i259	1.0
i0	i686	5.0
i0	i378	10.0
i0	i99	5.0
i0	i115	42.0
i0	i707	2.0
i0	i243	5.0
i0	i375	1.0
i0	i370	1.0
i0	i835	1.0
i0	i740	8.0
i0	i956	1.0
i0	i447	5.0
i0	i677	2.0
i0	i792	4.0
i0	i413	1.0
i0	i1095	1.0
i0	i955	1.0
i0	i113	1.0
i0	i1248	4.0
i0	i159	1.0
i0	i711	2.0
i0	i1508	1.0
i0	i1197	1.0
i0	i404	8.0
i0	i911	23.0
i0	i534	7.0
i0	i448	3.0
i0	i1355	3.0
i0	i1204	8.0
i0	i1153	7.0
i0	i903	1.0
i0	i79	1.0
i0	i759	5.0
i0	i735	1.0
i0	i1122	1.0
i0	i80	1.0
i0	i789	14.0
i0	i72	1.0
i0	i657	5.0
i0	i648	6.0
i0	i432	8.0
i0	i169	2.0
i0	i1482	2.0
i0	i1380	1.0
i0	i1228	1.0
i0	i12	1.0
i0	i1035	2.0
i0	i904	1.0
i0	i869	1.0
i0	i391	1.0
i0	i1445	1.0
i0	i1229	8.0
i0	i1107	21.0
i0	i110	2.0
i0	i1003	1.0
i0	i1250	1.0
i0	i566	4.0
i0	i298	38.0
i0	i1284	2.0
i0	i828	1.0
i0	i299	10.0
i0	i216	5.0
i0	i661	1.0
i0	i350	1.0
i0	i1339	6.0
i0	i1100	5.0
i0	i592	13.0
i0	i585	1.0
i0	i39	10.0
i0	i302	12.0
i0	i640	1.0
i0	i497	2.0
i0	i276	4.0
i0	i203	10.0
i0	i1336	6.0
i0	i1194	16.0
i0	i1188	6.0
i0	i732	27.0
i0	i297	13.0
i0	i818	3.0
i0	i61	135.0
i0	i308	3.0
i0	i27	13.0
i0	i1420	9.0
i0	i86	1.0
i0	i570	32.0
i0	i1311	1.0
i0	i240	4.0
i0	i175	1.0
i0	i14	2.0
i0	i1307	3.0
i0	i1165	2.0
i0	i1028	2.0
i0	i1273	8.0
i0	i551	1.0
i0	i1465	13.0
i0	i294	3.0
i0	i972	1.0
i0	i316	22.0
i0	i463	15.0
i0	i1268	11.0
i0	i1084	1.0
i0	i161	44.0
i0	i1220	44.0
i0	i1506	10.0
i0	i393	7.0
i0	i150	6.0
i0	i485	79.0
i0	i1305	15.0
i0	i892	6.0
i0	i369	1.0
i0	i946	2.0
i0	i645	15.0
i0	i280	2.0
i0	i1471	2.0
i0	i192	16.0
i0	i320	17.0
i0	i832	3.0
i0	i291	3.0
i0	i445	10.0
i0	i428	18.0
i0	i366	4.0
i0	i1127	11.0
i0	i692	27.0
i0	i1352	5.0
i0	i729	17.0
i0	i469	9.0
i0	i225	4.0
i0	i1238	6.0
i0	i1108	5.0
i0	i1049	10.0
i0	i611	9.0
i0	i840	1.0
i0	i67	24.0
i0	i969	11.0
i0	i1038	1.0
i0	i928	21.0
i0	i1139	3.0
i0	i985	125.0
i0	i496	10.0
i0	i1291	3.0
i0	i125	2.0
i0	i1179	32.0
i0	i436	23.0
i0	i136	10.0
i0	i933	4.0
i0	i324	4.0
i0	i312	10.0
i0	i1464	4.0
i0	i1298	4.0
i0	i518	1.0
i0	i508	7.0
i0	i1455	35.0
i0	i944	1.0
i0	i1416	1.0
i0	i1385	6.0
i0	i181	6.0
i0	i1496	4.0
i0	i614	1.0
i0	i769	11.0
i0	i81	5.0
i0	i1512	87.0
i0	i771	8.0
i0	i660	23.0
i0	i285	5.0
i0	i1453	10.0
i0	i1327	9.0
i0	i1303	43.0
i0	i947	3.0
i0	i575	42.0
i0	i397	2.0
i0	i360	8.0
i0	i357	3.0
i0	i23	4.0
i0	i1491	51.0
i0	i1458	4.0
i0	i1089	46.0
i0	i1376	9.0
i0	i268	4.0
i0	i138	2.0
i0	i1026	2.0
i0	i668	62.0
i0	i468	48.0
i0	i221	6.0
i0	i204	41.0
i0	i69	12.0
i0	i290	19.0
i0	i97	6.0
i0	i934	6.0
i0	i855	13.0
i0	i774	6.0
i0	i744	10.0
i0	i726	8.0
i0	i656	9.0
i0	i609	6.0
i0	i590	79.0
i0	i521	7.0
i0	i506	9.0
i0	i431	27.0
i0	i35	6.0
i0	i1480	25.0
i0	i1454	9.0
i0	i139	11.0
i0	i1333	18.0
i0	i1158	30.0
i0	i1071	12.0
i0	i1039	6.0
i0	i932	23.0
i0	i295	69.0
i0	i153	6.0
i0	i1163	32.0
i0	i803	1.0
i0	i1395	31.0
i0	i733	15.0
i0	i720	3.0
i0	i1459	80.0
i0	i960	35.0
i0	i390	39.0
i0	i145	52.0
i0	i1270	15.0
i0	i1243	3.0
i0	i1185	3.0
i0	i770	9.0
i0	i598	8.0
i0	i540	3.0
i0	i529	34.0
i0	i524	3.0
i0	i144	23.0
i0	i1231	13.0
i0	i1066	15.0
i0	i6	22.0
i0	i1167	14.0
i0	i1059	1.0
i0	i93	1.0
i0	i794	1.0
i0	i705	16.0
i0	i1154	70.0
i0	i1315	95.0
i0	i943	1.0
i0	i352	1.0
i0	i1126	1.0
i0	i323	89.0
i0	i1191	177.0
i0	i580	1.0
i0	i773	8.0
i0	i674	3.0
i0	i232	16.0
i0	i1324	4.0
i0	i103	1.0
i0	i553	4.0
i0	i547	10.0
i0	i354	26.0
i0	i321	86.0
i0	i383	36.0
i0	i724	12.0
i0	i704	34.0
i0	i234	39.0
i0	i137	30.0
i0	i1421	64.0
i0	i1206	7.0
i0	i984	163.0
i0	i1440	7.0
i0	i811	51.0
i0	i810	108.0
i0	i778	18.0
i0	i149	2.0
i0	i1297	13.0
i0	i1176	4.0
i0	i1135	158.0
i0	i594	149.0
i0	i587	340.0
i0	i208	85.0
i0	i1114	5.0
i0	i1048	55.0
i0	i420	32.0
i0	i1130	13.0
i0	i1060	147.0
i0	i936	2.0
i0	i1411	3.0
i0	i579	55.0
i0	i994	30.0
i0	i725	1.0
i0	i62	5.0
i0	i593	31.0
i0	i470	25.0
i0	i406	31.0
i0	i278	1.0
i0	i1519	1.0
i0	i1344	1.0
i0	i1294	3.0
i0	i1226	8.0
i0	i74	45.0
i0	i709	270.0
i0	i513	4.0
i0	i129	8.0
i0	i922	3.0
i0	i809	983.0
i0	i779	4.0
